from,to,amount,tx_hash,block
0x76ff706693f816bc53e565e48cf6c6d87f423c6a,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0988,0x196f9c42894622e2bcd15359531f538c2bbda41fa8cf840810938325a40e251d,7139799
0x45ca2e1d94cc13630ab9427598d65ca8e926340e,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0988,0x006de50c4a83059020ac467406c9e74184fb980201deacc81c4caa67844fc9e7,7139799
0xff03f02afdc3fda53ccef4bcd0f8909064947a57,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1971,0x68ed1466bbd261b347716e52fd31d15195352a578f47a204af5654367cc3aedf,7139799
0xd712148feb8161eca9a3420c736de546835fa50e,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1786,0x7bfa3bf8c86257f74900aa0a2fac42e515c6a06952694588e938cd52bc3bac90,7139799
0xcd0a3c4bd2c4375278e02cc2666963e6a55a497f,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0988,0x6906099db97681418e9dc95e411b4f97777b9ddfc0878351fdf80c54b92dc204,7139799
0x6bf7b971de72c3d907172693c7f3008d039cda50,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0988,0xc695a9de4ca9eda854a51ee70fcfc187eabb98fb67663808cafe3b50d6afecec,7139800
0x57450417a978a34cda6110631ecd41dcc439c7ef,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1969,0x6bfee7c606e927904898425afb723cb9cfda50700f101e1ed8913d982092eca7,7139801
0xae9eec004090c01a0b10c28a5038c31455d3ade9,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0697,0x97137e99ec7488784d6b0dae4b6bc5d52aa43e8a0373cf88d1e5966c32929e51,7139802
0x5dde7fcfc7f023114c6eb43a5995f6f64c2c189f,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1969,0x4754e329e1c1be8f7b087f2eed3bebb4f450c08941dcbf6c0b4447bd38ba0d86,7139803
0x80f7bcc7abf581d3568af2678f86ba398916b3d3,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1969,0x466e523c1e56bededad15a37251f35cba89080e026e385dedf8fbd5853ac82bb,7139803
0x12c72095369fd45a116af5f30ddc136e82b840a0,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1969,0xfd1a003dab54844baaa21388fd40cd1c616e08366a0b28d51b210f0e788d7cb3,7139803
0x28219d8e7cb741c2099e271609bf71ff8f845e3b,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1968,0x8a9dac5bec4601a5280df804d44dc7b02114b58a4a6520995cedb27fbdb5e0ae,7139803
0x9c0546270fd22bf5251f45715003e2bcab725eb2,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1968,0x366ce3a88b82644e33dbe335f55dc3aef70e1b8a12b961375e48955d08212cfb,7139803
0x5a0deb3ba1f7e6fe4d68c4f53f044c1f928aa2f4,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0696,0x758d78bc565f89f98db06f4958087d6aa3e66e2ca57d3edc3e96aa7462bee274,7139803
0xb6666ffccadeb61b8d080ab1e264e9df92fec81e,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0696,0xb696ac5fd2b530691bf79bd08b7ffb622d52ecab4fd3e7b4cc4cf0c94fd18514,7139804
0x00ca7db3a8ee0f4d5afc8cec0b7727229afad6b2,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0696,0xe072dd450cccb8f412552a4746ed5cb3b12d543b9713f02cf33b4031f32f0137,7139804
0xc84a746cb07027e1a81ee70575880580347e5dd9,0x3b46c790ff408e987928169bd1904b6d71c00305,0.149,0x31e558a9f919b6b630cafdd64ee2a298efbf39ea62e34061dfa1f21d086a2081,7139805
0xaac48f9cd72e29465cc8bcc8e0ba68d7f9d3d3dd,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0982,0xcecdd1989d23762e382896e7435b2b4359ceb43d735cfbae2e48906d4228678f,7139805
0x525948adffbc34c7b7dbf993542abde70597aa66,0x3b46c790ff408e987928169bd1904b6d71c00305,0.149,0x60383e5515d1eea1149458a19d3472be9b02b5e750b60b47f74acb39045c4f57,7139805
0x367d3dc925ce3179627cf078a95844d63352bc9b,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0987,0x48726b203922619c45c219d645f577b977e08985e0732b7c42f22223b6330bd2,7139805
0xef940f73e7e25d9355ff9b549f1c4dd01509702e,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1967,0x35acd87892a136d3851fc739cfa5065e57ed4e4bb10be864acc081298d199c53,7139805
0x0c4069e7c16f5f675ab2279b4374dcf3eeb30ca7,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0982,0xe87f504adbc5ba2f99f55430a3d1882f60c78e2e2e2340c7b448d6368189faa8,7139805
0x85ff3dbbdf5a94c78b56158d3aea613f0c63284c,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0982,0x9251b747aa3990c27e49347bbbb7c3d07188cdde17c82d5b48c983a4b24af5bf,7139805
0x66c887f143b125e4296b0ed30daf4ca927d45308,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0693,0xd7ff4e809ebf6a94391730d9ba8dd303bd52f2e5aa56682635a22f30e9c1a663,7139805
0x600d10eabf2b80f34d26efd7b9ba4de06b9efd8d,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0694,0x392c9556165125f3000c0d25f279491b40a6ef82e0d43da9f934a92941ab7a3e,7139805
0x84f203665fb0ff9c031fee73229d92d96e9f6d81,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0987,0x5e57c83d96cfc8b309c2ea0e2adde8cf34aa2c67c5ae15891ad892dba475c3bb,7139805
0x40008614161e04d47551145e8a1d946f412a4d15,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1496,0x709b50bff26d234b85c0b4cdb6b0b9b07a6a0ee11e3dbda43388fabc34a9b16a,7139805
0xc624e45638ed3e50bde55445d05f813abe0a2028,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0695,0x84d2b7743c7ec57123da8faf1c6aad01ec9443afe29ba41d1736bbc9dff092de,7139805
0xac39bdb68f8dbe62dcd79a7eb55b7b2c521d2fad,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1488,0xc3fd1e37cb674d114cff8bd66379a25be08c7bc90fcddd3efd4d07db47a5ab22,7139805
0xd848c6b146d5ec515721b3cfc16c8dcefa8a7e8e,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1967,0xf6bb5ea97ccccdf7f56ffd4c5c06e4a4391ae534d961559ff76e9bd6df95d45d,7139805
0xc325c73778181b914c7b229a82b6e413edc7a77a,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0691,0x1f05a40d10ec3bfdbd8165deb05ae24964c5c7c1149d7154183b8bb49786ec93,7139806
0x13b7a19ca981247a7d9d0eb61d46a3fb2e562891,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0958,0x0ff2417a5621dc64bfe826515880113b0a22be665df60b6148b3f0264aa25a7d,7139806
0xd74b1ffa60c93fe5af5e0fd7b0d76218416c82c9,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1967,0xfd0d3b890de421410759e10b38ff596010263b135a357d2c56429ecc96793aa5,7139806
0xce5a012aeedf8b1263beeeac3afa7384150253f6,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1488,0xac62d4798ffac1b271afb874878fac457d4b8980b2e6bae1d48ce02795ff2d2e,7139807
0x85c0739a35d5a27d0b2ea9df799b41ea9fc860ac,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0941,0x87333353c6607a0fdb9f3e77d73bac38ea5c2842feb8cec45a961d6db9b6b9df,7139808
0x1785652cdeb6a3200a0c0c2475443dc380171602,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0939,0x93cd6a3479b82b1d65ed4637c651e798079d670c2a647fed3d27829d831d97e0,7139808
0xf38bb81afc0622c9bbcebaf269685c8f6015054f,0x3b46c790ff408e987928169bd1904b6d71c00305,0.093,0xe688480bb9ba82a57e24746360ef470a5718e1f86bdbd2cd4a4e58bdc9cfaacf,7139808
0xcdd515462db0234f6849f3c4f3d3beaf7bdf67a8,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1965,0x53a76341e987f55ab7c60cc5f5a7e9941a4ca853fed6c6ed27e787e41ed70735,7139809
0x24251ee8463c408652757512a3dfbd02c20a263c,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0921,0xd5418b1de54bbfa0b3b2b5746e53b50faf42c80e3b53261a67590daafc5edea7,7139809
0x4cfd86f556b6e5bb43272a923874d5cd2633c464,0x3b46c790ff408e987928169bd1904b6d71c00305,0.069,0xde088805fc2fb667fb15909b9260ef87baf48f3aa56c1f171a3ec0a86111bfa8,7139809
0x966d0c486893927795ccc3863fe0653e912075a0,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1965,0xda65dfdbb922a25a520babd2c795911355f32d15372c7937330b707902dc3906,7139809
0xb17e788970a60fdd8035414b1c977f3762587b82,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0689,0xb27894506487e56027c5f1f407102b20196a37545c9298592b501eed42cb3282,7139810
0x768338b1c42f77c3935dcd5cd85a203979671917,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1963,0x4f5d86061c7a2beae10f06ff26e05eb954b7453a52c84e67137e4c0e879cda5d,7139810
0x26693cee8600dfb0f13c6808d8e505540de4ad70,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1963,0xf5e4bc90904d4cd25793edcae129fbc262920f03c06278d92e940217d17bfb41,7139810
0x5b01f8c3e32a2d54c3084c910c18c6d52063f620,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0689,0x4619384d5d250842d62cc267905b20734266f36d80234e02d3601b737e8f5072,7139811
0xa7ab272b1b27a30c694c4a1bf2a4f03c543a7397,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1402,0xefe4bc3fb12d985ba5763a7f5d4f4cd1abcc168abe83bbc99795d6ae15c0926c,7139811
0x541cb41092abdc07a66ba404ca3f3d265ef90402,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1961,0x0fa3418d14ed8b29412ec3e18a9551f4ba9713ba138ceb42ee3d1baf82373051,7139811
0x574f9586906f8995f4567cc29dec759dcd157877,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0854,0x1d8e48cda4286c047e063c627a314f3c481605f49e54f87de252556b1896bfca,7139812
0x856081b4729a85afc84f4a190c570c875674081d,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0853,0x07c002011dc3d78b12fcbb49e846c4bd53a2ee5ad67d29cd93b4f5e676abd843,7139812
0x265b83ba15cb8ab72332a8c4b3af45913a82bd34,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1339,0x0518306b6c535a7e0799ae8c37eec22ffe278b1d92b7d183c02154aea81df64c,7139812
0x2ff634ddb3498a19d0e1c73c45a93ea9d0784b3c,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1336,0x1cd612182ac4564b068566b8cceb777e22716ccf2668f6c3d363079580b766d7,7139813
0x1e4c07b854f365a9f53b83448e318b9824346d5c,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0846,0x047e6316cf69dbf311bc7e7a11c7c87a2c77eaaafedbf7685a9fcdd2ccd76f78,7139813
0xce42476f8eb6dd942e3dec1432df539854302db2,0x3b46c790ff408e987928169bd1904b6d71c00305,0.196,0x335f26072d37db3fc388f273a4e73888d8d1580d775dadb8267b89511834c299,7139813
0x51576a390a1f4aafae3a8a88fa116c88e88ee2ce,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0687,0x40ed929a5a04519f704365131f0e987a452c1b76ae4f64716a971d4c15c1fafe,7139813
0xbd1fb13a4473ae4c6333cfb698d26db864822e77,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0687,0xb09b0bfc7fc5d103a4b138c6ffd3b78e3a48e235221512d7f0c8d5a63f6f2b67,7139815
0xeda5d4b8ba4676d8e3f73b2cf70527403a165040,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1959,0x5af3ae5f2fc6ca774efeed76b964d456698630f02266594d05c04c29013f999d,7139815
0x0b8351191ff1a43183941e03d05491bcf4c10c35,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1959,0x79b80be9d324bc49c1086433f180786b5f823908ccaabd1df9a216bf57ea7acd,7139816
0x216f8cf0ba109b4938c1859cc7b5cb0597875e21,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1219,0xd864570fb10e716cd2c9fa6de45a12178799d4ed1dc3e5d4725b6e901532d5d1,7139817
0xbb8425af689703fcafd22673d5500c5afe196cb8,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0797,0xbd448a84dbb32fa809e307247ae29da5c997ce0219c3cbdc4831190b50db2c82,7139818
0x55fe9a84ae169479312bd2d9fc79d656a9ee5aa1,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0795,0x95431e9e81e69d6f824fc693e4e82263f8f01909d9f2488b5eed08592924d47e,7139819
0x8efdbaa475e791aabbd155c684e6e263b8c38aa4,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0793,0xe9553cb97b30b352f966951166c9e4fc2b671bb4ea5945baae43402bdf5bcc61,7139819
0xff25b7314167414097cab03e18b50ce1706ecceb,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0792,0xb9ee44dc8b964236592b735e5d96bbc22a751e47ff11f641c9435a836ac66998,7139819
0xa87a80a5d7202ccefd4dfa832bdb3a2ec32a7081,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0788,0x88844b13a4012ee939c24ddfe516ae04279ae9d15669662b7f1ffcbe2b0baf8f,7139820
0xcc5cc5cd1f8f69e872861fcb10bd4bb866ad059b,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0781,0xf208e753557aaf4596c983af89f3efc3340b5d20cedd52fca2605b7b53a00432,7139820
0xed5f867f9a4bf47f6c5794820d69a0bdf2623a35,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0687,0xbdabfe14c1d37d96640cf9e39d1140c13d8ef740463a525fbb066e870940e513,7139820
0xfdf3a3112de4557bf88490ba8ce1465802c8a3bf,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1955,0x3ecc35111213e79204ca2b81279694fc5d8b4d369d5e7ca0a3fb837f4ae44776,7139821
0xb74453b2cc726caef480abb0b4ecb7e1109a131a,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1955,0xfadad9063b910f615ab2ec44d12f94bcb81f048539a5bc1162c205ae7df62902,7139821
0x2f927dd33ed6aa307fba553d7dc5cb0bc338591d,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1955,0x7dba603179c9570478d056c7d26821ab69f3e3d0edc6cdc7ec04f8007420a7f8,7139821
0x24ff2763fe8951fa0e0bb070721666e79cca5fd9,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0767,0xcdf161d8a0fe061ff5e2f40f6c5e3308bae681d895aef37ce787d89ee0e3cff1,7139822
0xedda3a12b79e8f9029dc33cb476ec05886582e59,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1092,0x07fb52c42efce806b57014379546f40747bb66f9805c23daa8c5b8e03caf004b,7139822
0x2ff1ad2cb09b7fe661e189a2ac48656e109a0fa9,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1088,0x21fbd05568de4726647e91516ffb53e45fad94590f7b64bc8a05bea9f5692710,7139822
0x7c8b03ceb3fa8ce63c4d528b836e0dae7a1f05fd,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0764,0xef6c9e6eb836fb2bb1d09d876c6be083944ca441f5b4d6526ee3e1c6f6f89729,7139822
0x0e54cc0a1faa1dc742f23e438bdab205e1713a30,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0762,0x793c86c1bc7db14bce0c09911019938fcb4ac7e317fc5fdbc16f49e587957419,7139822
0xe530c021eae912fae1638b9403ae88f8a34eb63e,0x3b46c790ff408e987928169bd1904b6d71c00305,0.106,0x01f4ddca516d4d8f46a54bf4afd7dbbeb9be80fb1487cce51347e6444505d1f5,7139822
0x84e944e2546eef74d4192aec280b66a8c1c0f49d,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0687,0x66493fdaac187c22713e5ce6c0b3c70e9b624d610de1b3cc55d17566bbd4c65b,7139823
0x1951e2fd8450c0843c235a53b61d4c5c89d315e5,0x3b46c790ff408e987928169bd1904b6d71c00305,0.074,0x2390539ff150b40f64b5606ea37644f50a7dbfa99ba2a9ffa8e8f767a54e2fea,7139823
0x09949ace64c1e19e07115aa359bb8c34315ab5f7,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1042,0xfc529ee9151cefc1b727b9549429752b9ef23f46388b12c38f94cf04772838e7,7139824
0x67c9e05ab530a282fe800fe1db39d89ccd66daa6,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1952,0x86a011110db25b2c8e8b8a396576748b75f4d249a3bbd319bfb4653c58262df6,7139824
0x024757853fe466de125376acd20972ad95a2a3c0,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1042,0x8da808bbd99fb1f360e8a7a34c1e01fa96140f84919b58c5663a1cc64c859e32,7139824
0x53cdd37bd7ef6230d28f06c1b7851ec3e144c655,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1015,0x67385224f5115212e5bd3a04533643f2e8e2586259eb5973f88f9b2a394b4c3f,7139825
0x21a33886e49a1651cd793e48fd86891a4599daa0,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1014,0xcd4e6f6ce693ae70f4aef1997d0f0e2f0b33ddaac6b95cc26d08e6977f0ea394,7139825
0xe461b5e9377080d7e1c1e23cb739a3566e13774a,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0996,0xb72a80754752e0fba49786ae36049e3574498f4a2b3d706697a1435b2968442d,7139828
0xa1c8e1fc8b382dd0e62ec9301de0f19037e42778,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0687,0x4257b27726e2517aebd5dad669f977f8c6a923151e7127757b927c253577d8c7,7139828
0x49e2f3370a4745170b055c3b51ba33b63d58042e,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0687,0xb96f7b023c9f61771e6fbf741836df66e5e1620a495fa35f282c9c241886caf0,7139829
0x3b56e7afe2cf99445b62d505f10212d7e0c96748,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0994,0x4557324e82b359b6295d8880ff7656bbe8c24db12bae63c0a3bf564ee647b6fc,7139829
0x2da26134d1f1c2dd893ac3a768497b0ed3d5c66f,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0687,0xe6d8718160d045c10e1c99e9e5d1520c9155e212c97a142827021dad97351974,7139829
0x4664c1b7651a8b6e1cf8d60f95da4579fbe952bc,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0993,0x6a353c232cfd51707cc87c7ad4d392705a797ec7ddc9cdac46fdbc0c65663ae3,7139829
0x3817c7a47b8e1047b6f033a939e6147e7ae101be,0x3b46c790ff408e987928169bd1904b6d71c00305,0.195,0x1ec1dc36438119bf488bd166c600992835d612efb938b870351cf41f7913684c,7139829
0x16f8ed4666dc681acfbc8b9972c6e2ea981b1dec,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0687,0xe632ba003fdf80f0059c6dc174a664191f6e009c5ee4fdacc071f417a400e1f3,7139829
0xf2df9f79ae643d4ee3a129f792a0392087990164,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1948,0x9573af9d56bd88e94cb140c82de79c38f1391eef9a5d259728aea4e6b3cb7229,7139829
0x5e55c1e35812d48bdf4942803614817d69b99a1f,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1947,0xf7d561c1d9db0a3ed19001ec1a2968afb0ee2551c3f50c900bd4eb5bb49b34d4,7139829
0x06b1a0300bd51b5c9d7c776742d152b8c90518f0,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0989,0xeaf5418108e448b38869f09965a201919c93d5bc895a34c3c3faef94e7fd4948,7139830
0x0f4a00a7a6df8d2dbaffc4214f344ad66e7f7a20,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1947,0x0611ebafb9c5abeecb6b95b6a8c6cd44ac1c3093ae7e2add7aa3659814e3a9d4,7139830
0xea60027fac3870e260e7c6071827fbdf66c3207a,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0683,0x63fc7370da58a24dc6642a30c457e9e27fd93f3da49309059a895a7c4c21337f,7139831
0x5877c5d391eba23bd4418f85abc07c3afcba85da,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0689,0x129e16fcdd87616af63837c4593c053e3059e364743057871245c216e296e06e,7139831
0x36c2249eafa4643b90b8c99764bb7ab37cccdfa6,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1946,0xfc19ebfc570388b8ce38c9dcdff84b0198b589dac2eef7bb625d6b46a28d0e42,7139831
0xa86e85fdae91cf1721811b15f14d12707354aeee,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1945,0xc7e5af35c90a24e94cbe84782e8af196f045b46afcc2244d430de1b961326be9,7139831
0x2aff0f7968fb74732b8ea8bbf4a22adba55b3890,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0673,0xe13ee0fbadf4c3c4f78e1b42205c0dd21d1af1b94ec7e6b094fb61755eaa7fc9,7139831
0xcbfeee4499738bc9bd4adb6f6d44082a1e2328d5,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0678,0xdcfb145fd4f9f1d32ebc9c08aaf2fb58896acf9721e3398634bc2affad5ad6bf,7139831
0x74e2ae63fc7ee08c08b3766c2ff6674b6b444303,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1945,0x978d967c24407a1071d40cd8f11ef86e3d18110b8a59c3aa1f1cff2a3bb342f7,7139831
0x34b6b36ffff0c86f8a172b29c6a44562b4c4403a,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0988,0x6504ac2f06aa4b738cdc47167f45dae443814765f069716d160c7b6df520e9d3,7139832
0xcf0f63ef1f1bcd68675581793d28a4d691613334,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0988,0xba2c77bba45d32e853cf683324d6125fb0ed4cee590e277e07cd69b86a608900,7139833
0xa02656c5550df54c805110b91a2dc5930fa98453,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0656,0xbc3b49299a90977addf23003db89dce34a3c50bdd2a01b1f23de2d08d0f8e3d4,7139834
0xea208759427ca547096f13152adc0a4ab7e96387,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0987,0x0f28a52d669f940c0dd22f53b9eb32b7e35db88114b26ab9da6512740d472b28,7139837
0x78f402f6acb82eccddcac4ea8c426e2f1e88a2bb,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0987,0xfe40d0996d854c4537358375d658fe6c50e8a3bcfebfc9c74101ca2dc4bbbb85,7139837
0xd949e83d2b8d218db021071fa15b949f4adf0ffa,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0987,0xaa84aabfc24c8d58e7a3dfac35f2489792ac452370c7f5b2fa195d52f417e2a5,7139837
0x4cfa1cb3a45f51641122aa2af40c6bf5e7caecf7,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0686,0x544ea714634145f3b245bae13bc53b0e797aba79d5aec969f9914be862e89ee8,7139837
0x10742d11cc87abd2bf0fb83c0d6f44907ad90b46,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0686,0x94a650383674828304434dc999691713697457596445ca6ee9b5c7112963e4e9,7139837
0xab72edffde2194511b34b358b509c8b2ae965a86,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0623,0xd64652cb586bab2b8c0f4793dd7999c738c2c5972bf46bfa7191c05d5773b859,7139837
0x2f74e8b4e4b6eb991768b944f732007dcba6ece3,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0619,0xfd46a2da3fe4d1935ac315513d1e9c3f7ef628141659312c51518139f79a3e4a,7139837
0xd517d98664814764e76601b07392da6a94305707,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0616,0x867d5df3b534014be4dfb065fb3c8809dfb48c52450b629bd2feeaacb91b0f6d,7139837
0x1370db0fdd423d7a2f6c930d43a01a5a324dec5f,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0927,0xf35d1e904c7c3b7f7641ea72dcd663b3baa97f9888f46fa4f66f2e41ca420185,7139837
0xe3c4d7728f8c3bff3f63a3a7b192944767805777,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1937,0xf1abb542544d61f666ced573174c84ad435772cc63694ed58b169e8b1abc0f49,7139837
0x2843b780139a8f608de51c5fd9db725dfe6648b9,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1937,0x5f47d20e7e16a560f9e1e0a134d4babf152f5297db2d903c84271d278f7e64a1,7139837
0x7c39cad03dddf7c76b7e1fb98f358fbd52d1d87c,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0685,0xb515bf14d304a683502badd33d5b86146d7ba21c102e333323087f504f0e24d7,7139837
0x7d41ccbc861b7967daf811acba04fec4477143ae,0x3b46c790ff408e987928169bd1904b6d71c00305,0.086,0xafa18aec2048db4d4c5ebc5f2804fd68008a8585552e83c4a16ca3e38d1c0826,7139837
0x70bac32a8692e9589f94b8398f4f045f775d599b,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0827,0x92f1b5af7ac1030143498016dab9e305a35ba52ee28692abaf3ed48d20ee7e58,7139837
0x3f101b450f475146c49aef6653e25b9be0380b44,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0826,0x74b09a475d5d4fc008c6e084bf1f431205a980611d9c9a425de5162bb677be37,7139837
0xccff2f2f145177d1098e8c64de8e955b0e81132e,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0685,0x1b199944e65018e8144c355f253f8bb952f0f44156a5bcd5f0d689869615b01b,7139838
0x1dcdfbfdb88f8cba707a0a088188723d615dc400,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0812,0x931b5bd77f674b97532cb4d935541b22f40ec0c831cb06067e2b567640dfb50f,7139838
0x436e54b49baa5d73608858ecdbb45d4e7a62a0c9,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0684,0x56ccc560ba2d056c4d03d0bb5be76fc269e25591566377151ae654eca1a2db40,7139840
0x7e424a415d851a2318038793ba03b14561f64e5e,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1937,0x15b3e9970675cd74cf44b8fc92208f087fdb9a365c11b57139a0d7b545922a0f,7139840
0x0ed98174e39a32b441ece2a8b54012523f4ad12d,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0586,0xcfa230d1d33b148d75580fd0000e96afd88f93b0c120c68c3a30664e88958d57,7139840
0x3cee68e48241d9240122d06937a2a217ffcd696f,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0763,0x16ad826ab2924a37524149174ac369731948ddef73685ee44a72010008db3cdd,7139841
0x954ee6fa47751195411101347cd73c4a422e7c0a,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0748,0xd1c516a45428da854ff7d259aa475826340cfb1de0a3300afc5367e83a8630ae,7139841
0x8d96ec87821eec0c2d73b074bf41a1af98de3316,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0683,0xfde8d707892ec2344f858c669c3721eacd2f67e809990ad06171d0e2e43a3187,7139842
0x392ee3c9e5e120987763a6be516b3ec814e5cd2a,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0683,0x4ffd8a46becca26215e8345def47c666656a515348d085e447a2b97d5748764b,7139843
0xd867ba421f0223d6e3dc36f0a4a7839d611320ef,0x3b46c790ff408e987928169bd1904b6d71c00305,0.1937,0x883a1c5954f9cb7d9360d263a3dbe999ca3d8bc5807d89accf9bd256f101a5e6,7139843
